n,k,edge_prob,pca_count,dolev_count,attempts
100,4,0.68,1000,1000,1000
100,4,0.69,1000,1000,1000
100,4,0.70,1000,1000,1000
100,4,0.71,1000,1000,1000
100,4,0.73,1000,1000,1000
100,4,0.72,1000,1000,1000
100,4,0.97,1000,1000,1000
100,4,0.96,1000,1000,1000
100,4,0.95,1000,1000,1000
100,4,0.99,1000,1000,1000
100,4,1.00,1000,1000,1000
100,4,0.98,1000,1000,1000
100,4,0.94,1000,1000,1000
100,4,0.93,1000,1000,1000
100,4,0.92,1000,1000,1000
100,4,0.74,1000,1000,1000
100,4,0.91,1000,1000,1000
100,4,0.75,1000,1000,1000
100,4,0.76,1000,1000,1000
100,4,0.90,1000,1000,1000
100,4,0.89,1000,1000,1000
100,4,0.77,1000,1000,1000
100,4,0.88,1000,1000,1000
100,4,0.87,1000,1000,1000
100,4,0.78,1000,1000,1000
100,4,0.79,1000,1000,1000
100,4,0.80,1000,1000,1000
100,4,0.83,1000,1000,1000
100,4,0.86,1000,1000,1000
100,4,0.81,1000,1000,1000
100,4,0.85,1000,1000,1000
100,4,0.82,1000,1000,1000
100,4,0.84,1000,1000,1000
100,5,0.01,0,0,1000
100,5,0.02,0,0,1000
100,5,0.03,0,0,1000
100,5,0.04,0,0,1000
100,5,0.05,0,0,1000
100,5,0.06,0,0,1000
100,5,0.07,0,0,1000
100,5,0.08,0,2,1000
100,5,0.09,0,12,1000
100,5,0.10,0,90,1000
100,5,0.11,0,292,1000
100,5,0.12,0,562,1000
100,5,0.13,0,774,1000
100,5,0.14,0,907,1000
100,5,0.15,0,947,1000
100,5,0.16,4,975,1000
100,5,0.17,52,987,1000
100,5,0.18,268,996,1000
100,5,0.19,584,1000,1000
100,5,0.20,849,1000,1000
100,5,0.21,945,999,1000
100,5,0.22,987,1000,1000
100,5,0.23,993,1000,1000
100,5,0.24,999,1000,1000
100,5,0.25,999,1000,1000
100,5,0.26,1000,1000,1000
100,5,0.27,1000,1000,1000
100,5,0.28,1000,1000,1000
100,5,0.29,1000,1000,1000
100,5,0.30,1000,1000,1000
100,5,0.31,1000,1000,1000
100,5,0.32,1000,1000,1000
100,5,0.33,1000,1000,1000
100,5,0.34,1000,1000,1000
100,5,0.35,1000,1000,1000
100,5,0.36,1000,1000,1000
100,5,0.37,1000,1000,1000
100,5,0.38,1000,1000,1000
100,5,0.39,1000,1000,1000
100,5,0.40,1000,1000,1000
100,5,0.41,1000,1000,1000
100,5,0.42,1000,1000,1000
100,5,0.43,1000,1000,1000
100,5,0.44,1000,1000,1000
100,5,0.45,1000,1000,1000
100,5,0.46,1000,1000,1000
100,5,0.47,1000,1000,1000
100,5,0.48,1000,1000,1000
100,5,0.49,1000,1000,1000
100,5,0.50,1000,1000,1000
100,5,0.51,1000,1000,1000
100,5,0.52,1000,1000,1000
100,5,0.53,1000,1000,1000
100,5,0.54,1000,1000,1000
100,5,0.55,1000,1000,1000
100,5,0.56,1000,1000,1000
100,5,0.57,1000,1000,1000
100,5,0.58,1000,1000,1000
100,5,0.59,1000,1000,1000
100,5,0.60,1000,1000,1000
100,5,0.61,1000,1000,1000
100,5,0.62,1000,1000,1000
100,5,0.63,1000,1000,1000
100,5,0.64,1000,1000,1000
100,5,0.65,1000,1000,1000
100,5,0.66,1000,1000,1000
100,5,0.67,1000,1000,1000
100,5,0.68,1000,1000,1000
100,5,0.69,1000,1000,1000
100,5,0.70,1000,1000,1000
100,5,0.71,1000,1000,1000
100,5,0.73,1000,1000,1000
100,5,0.72,1000,1000,1000
100,5,0.74,1000,1000,1000
100,5,0.75,1000,1000,1000
100,5,0.76,1000,1000,1000
100,5,1.00,1000,1000,1000
100,5,0.77,1000,1000,1000
100,5,0.99,1000,1000,1000
100,5,0.78,1000,1000,1000
100,5,0.98,1000,1000,1000
100,5,0.97,1000,1000,1000
100,5,0.79,1000,1000,1000
100,5,0.80,1000,1000,1000
100,5,0.96,1000,1000,1000
100,5,0.95,1000,1000,1000
100,5,0.81,1000,1000,1000
100,5,0.82,1000,1000,1000
100,5,0.94,1000,1000,1000
100,5,0.83,1000,1000,1000
100,5,0.93,1000,1000,1000
100,5,0.92,1000,1000,1000
100,5,0.89,1000,1000,1000
100,5,0.91,1000,1000,1000
100,5,0.84,1000,1000,1000
100,5,0.85,1000,1000,1000
100,5,0.86,1000,1000,1000
100,5,0.87,1000,1000,1000
100,5,0.88,1000,1000,1000
100,5,0.90,1000,1000,1000
100,6,0.01,0,0,1000
100,6,0.02,0,0,1000
100,6,0.03,0,0,1000
100,6,0.04,0,0,1000
100,6,0.05,0,0,1000
100,6,0.06,0,0,1000
100,6,0.07,0,0,1000
100,6,0.08,0,0,1000
100,6,0.09,0,0,1000
100,6,0.10,0,3,1000
100,6,0.11,0,43,1000
100,6,0.12,0,188,1000
100,6,0.13,0,463,1000
100,6,0.14,0,695,1000
100,6,0.15,0,835,1000
100,6,0.16,0,928,1000
100,6,0.17,0,964,1000
100,6,0.18,0,987,1000
100,6,0.19,17,994,1000
100,6,0.20,139,996,1000
100,6,0.21,419,998,1000
100,6,0.22,720,999,1000
100,6,0.23,900,1000,1000
100,6,0.24,969,1000,1000
100,6,0.25,995,1000,1000
100,6,0.26,996,1000,1000
100,6,0.27,999,1000,1000
100,6,0.28,1000,1000,1000
100,6,0.29,1000,1000,1000
100,6,0.30,1000,1000,1000
100,6,0.31,1000,1000,1000
100,6,0.32,1000,1000,1000
100,6,0.33,1000,1000,1000
100,6,0.34,1000,1000,1000
100,6,0.35,1000,1000,1000
100,6,0.36,1000,1000,1000
100,6,0.37,1000,1000,1000
100,6,0.38,1000,1000,1000
100,6,0.39,1000,1000,1000
100,6,0.40,1000,1000,1000
100,6,0.41,1000,1000,1000
100,6,0.42,1000,1000,1000
100,6,0.43,1000,1000,1000
100,6,0.44,1000,1000,1000
100,6,0.45,1000,1000,1000
100,6,0.46,1000,1000,1000
100,6,0.47,1000,1000,1000
100,6,0.48,1000,1000,1000
100,6,0.49,1000,1000,1000
100,6,0.50,1000,1000,1000
100,6,0.51,1000,1000,1000
100,6,0.52,1000,1000,1000
100,6,0.53,1000,1000,1000
100,6,0.54,1000,1000,1000
100,6,0.55,1000,1000,1000
100,6,0.56,1000,1000,1000
100,6,0.57,1000,1000,1000
100,6,0.58,1000,1000,1000
100,6,0.59,1000,1000,1000
100,6,0.60,1000,1000,1000
100,6,0.61,1000,1000,1000
100,6,0.62,1000,1000,1000
100,6,0.63,1000,1000,1000
100,6,0.64,1000,1000,1000
100,6,0.65,1000,1000,1000
100,6,0.66,1000,1000,1000
100,6,0.67,1000,1000,1000
100,6,0.68,1000,1000,1000
100,6,0.69,1000,1000,1000
100,6,0.70,1000,1000,1000
100,6,0.71,1000,1000,1000
100,6,0.72,1000,1000,1000
100,6,0.73,1000,1000,1000
100,6,0.74,1000,1000,1000
100,6,0.75,1000,1000,1000
100,6,0.76,1000,1000,1000
100,6,1.00,1000,1000,1000
100,6,0.77,1000,1000,1000
100,6,0.99,1000,1000,1000
100,6,0.98,1000,1000,1000
100,6,0.78,1000,1000,1000
100,6,0.79,1000,1000,1000
100,6,0.97,1000,1000,1000
100,6,0.80,1000,1000,1000
100,6,0.96,1000,1000,1000
100,6,0.81,1000,1000,1000
100,6,0.82,1000,1000,1000
100,6,0.95,1000,1000,1000
100,6,0.83,1000,1000,1000
100,6,0.84,1000,1000,1000
100,6,0.94,1000,1000,1000
100,6,0.91,1000,1000,1000
100,6,0.93,1000,1000,1000
100,6,0.88,1000,1000,1000
100,6,0.92,1000,1000,1000
100,6,0.86,1000,1000,1000
100,6,0.89,1000,1000,1000
100,6,0.85,1000,1000,1000
100,6,0.90,1000,1000,1000
100,6,0.87,1000,1000,1000
100,7,0.01,0,0,1000
100,7,0.02,0,0,1000
100,7,0.03,0,0,1000
100,7,0.04,0,0,1000
100,7,0.05,0,0,1000
100,7,0.06,0,0,1000
100,7,0.07,0,0,1000
100,7,0.08,0,0,1000
100,7,0.09,0,0,1000
100,7,0.10,0,0,1000
100,7,0.11,0,1,1000
100,7,0.12,0,29,1000
100,7,0.13,0,154,1000
100,7,0.14,0,341,1000
100,7,0.15,0,578,1000
100,7,0.16,0,795,1000
100,7,0.17,0,889,1000
100,7,0.18,0,947,1000
100,7,0.19,0,984,1000
100,7,0.20,1,984,1000
100,7,0.21,5,996,1000
100,7,0.22,83,998,1000
100,7,0.23,361,1000,1000
100,7,0.24,655,1000,1000
100,7,0.25,884,999,1000
100,7,0.26,937,1000,1000
100,7,0.27,986,1000,1000
100,7,0.28,996,1000,1000
100,7,0.29,998,1000,1000
100,7,0.30,1000,1000,1000
100,7,0.31,999,1000,1000
100,7,0.32,1000,1000,1000
100,7,0.33,1000,1000,1000
100,7,0.34,1000,1000,1000
100,7,0.35,1000,1000,1000
100,7,0.36,1000,1000,1000
100,7,0.37,1000,1000,1000
100,7,0.38,1000,1000,1000
100,7,0.39,1000,1000,1000
100,7,0.40,1000,1000,1000
100,7,0.41,1000,1000,1000
100,7,0.42,1000,1000,1000
100,7,0.43,1000,1000,1000
100,7,0.44,1000,1000,1000
100,7,0.45,1000,1000,1000
100,7,0.46,1000,1000,1000
100,7,0.47,1000,1000,1000
100,7,0.48,1000,1000,1000
100,7,0.49,1000,1000,1000
100,7,0.50,1000,1000,1000
100,7,0.51,1000,1000,1000
100,7,0.52,1000,1000,1000
100,7,0.53,1000,1000,1000
100,7,0.54,1000,1000,1000
100,7,0.55,1000,1000,1000
100,7,0.56,1000,1000,1000
100,7,0.57,1000,1000,1000
100,7,0.58,1000,1000,1000
100,7,0.59,1000,1000,1000
100,7,0.60,1000,1000,1000
100,7,0.61,1000,1000,1000
100,7,0.62,1000,1000,1000
100,7,0.63,1000,1000,1000
100,7,0.64,1000,1000,1000
100,7,0.65,1000,1000,1000
100,7,0.66,1000,1000,1000
100,7,0.67,1000,1000,1000
100,7,0.68,1000,1000,1000
100,7,0.69,1000,1000,1000
100,7,0.70,1000,1000,1000
100,7,0.71,1000,1000,1000
100,7,0.72,1000,1000,1000
100,7,0.73,1000,1000,1000
100,7,0.74,1000,1000,1000
100,7,0.75,1000,1000,1000
100,7,0.76,1000,1000,1000
100,7,1.00,1000,1000,1000
100,7,0.99,1000,1000,1000
100,7,0.77,1000,1000,1000
100,7,0.98,1000,1000,1000
100,7,0.78,1000,1000,1000
100,7,0.79,1000,1000,1000
100,7,0.97,1000,1000,1000
100,7,0.80,1000,1000,1000
100,7,0.96,1000,1000,1000
100,7,0.81,1000,1000,1000
100,7,0.95,1000,1000,1000
100,7,0.82,1000,1000,1000
100,7,0.94,1000,1000,1000
100,7,0.93,1000,1000,1000
100,7,0.83,1000,1000,1000
100,7,0.91,1000,1000,1000
100,7,0.90,1000,1000,1000
100,7,0.85,1000,1000,1000
100,7,0.84,1000,1000,1000
100,7,0.92,1000,1000,1000
100,7,0.89,1000,1000,1000
100,7,0.86,1000,1000,1000
100,7,0.88,1000,1000,1000
100,7,0.87,1000,1000,1000
100,8,0.01,0,0,1000
100,8,0.02,0,0,1000
100,8,0.03,0,0,1000
100,8,0.04,0,0,1000
100,8,0.05,0,0,1000
100,8,0.06,0,0,1000
100,8,0.07,0,0,1000
100,8,0.08,0,0,1000
100,8,0.09,0,0,1000
100,8,0.10,0,0,1000
100,8,0.11,0,0,1000
100,8,0.12,0,0,1000
100,8,0.13,0,12,1000
100,8,0.14,0,107,1000
100,8,0.15,0,266,1000
100,8,0.16,0,520,1000
100,8,0.17,0,718,1000
100,8,0.18,0,848,1000
100,8,0.19,0,917,1000
100,8,0.20,0,972,1000
100,8,0.21,0,988,1000
100,8,0.22,0,993,1000
100,8,0.23,3,996,1000
100,8,0.24,91,999,1000
100,8,0.25,310,1000,1000
100,8,0.26,622,1000,1000
100,8,0.27,861,1000,1000
100,8,0.28,921,1000,1000
100,8,0.29,988,1000,1000
100,8,0.30,996,1000,1000
100,8,0.31,997,1000,1000
100,8,0.32,997,1000,1000
100,8,0.33,1000,1000,1000
100,8,0.34,1000,1000,1000
100,8,0.35,1000,1000,1000
100,8,0.36,1000,1000,1000
100,8,0.37,1000,1000,1000
100,8,0.38,1000,1000,1000
100,8,0.39,1000,1000,1000
100,8,0.40,1000,1000,1000
100,8,0.41,1000,1000,1000
100,8,0.42,1000,1000,1000
100,8,0.43,1000,1000,1000
100,8,0.44,1000,1000,1000
100,8,0.45,1000,1000,1000
100,8,0.46,1000,1000,1000
100,8,0.47,1000,1000,1000
100,8,0.48,1000,1000,1000
100,8,0.49,1000,1000,1000
100,8,0.50,1000,1000,1000
100,8,0.51,1000,1000,1000
100,8,0.52,1000,1000,1000
100,8,0.53,1000,1000,1000
100,8,0.54,1000,1000,1000
100,8,0.55,1000,1000,1000
100,8,0.56,1000,1000,1000
100,8,0.57,1000,1000,1000
100,8,0.58,1000,1000,1000
100,8,0.59,1000,1000,1000
100,8,0.60,1000,1000,1000
100,8,0.61,1000,1000,1000
100,8,0.62,1000,1000,1000
100,8,0.63,1000,1000,1000
100,8,0.64,1000,1000,1000
100,8,0.65,1000,1000,1000
100,8,0.66,1000,1000,1000
100,8,0.67,1000,1000,1000
100,8,0.68,1000,1000,1000
100,8,0.69,1000,1000,1000
100,8,0.70,1000,1000,1000
100,8,0.71,1000,1000,1000
100,8,0.72,1000,1000,1000
100,8,0.73,1000,1000,1000
100,8,0.74,1000,1000,1000
100,8,0.75,1000,1000,1000
100,8,0.76,1000,1000,1000
100,8,1.00,1000,1000,1000
100,8,0.77,1000,1000,1000
100,8,0.99,1000,1000,1000
100,8,0.98,1000,1000,1000
100,8,0.78,1000,1000,1000
100,8,0.79,1000,1000,1000
100,8,0.97,1000,1000,1000
100,8,0.80,1000,1000,1000
100,8,0.95,1000,1000,1000
100,8,0.96,1000,1000,1000
100,8,0.81,1000,1000,1000
100,8,0.94,1000,1000,1000
100,8,0.82,1000,1000,1000
100,8,0.93,1000,1000,1000
100,8,0.83,1000,1000,1000
100,8,0.84,1000,1000,1000
100,8,0.92,1000,1000,1000
100,8,0.91,1000,1000,1000
100,8,0.85,1000,1000,1000
100,8,0.86,1000,1000,1000
100,8,0.87,1000,1000,1000
100,8,0.89,1000,1000,1000
100,8,0.90,1000,1000,1000
100,8,0.88,1000,1000,1000
100,9,0.02,0,0,1000
100,9,0.01,0,0,1000
100,9,0.03,0,0,1000
100,9,0.04,0,0,1000
100,9,0.05,0,0,1000
100,9,0.06,0,0,1000
100,9,0.07,0,0,1000
100,9,0.08,0,0,1000
100,9,0.09,0,0,1000
100,9,0.10,0,0,1000
100,9,0.11,0,0,1000
100,9,0.12,0,0,1000
100,9,0.13,0,0,1000
100,9,0.14,0,10,1000
100,9,0.15,0,71,1000
100,9,0.16,0,200,1000
100,9,0.17,0,390,1000
100,9,0.18,0,664,1000
100,9,0.19,0,826,1000
100,9,0.20,0,889,1000
100,9,0.21,0,949,1000
100,9,0.22,0,975,1000
100,9,0.23,0,989,1000
100,9,0.24,0,997,1000
100,9,0.25,12,999,1000
100,9,0.26,72,1000,1000
100,9,0.27,306,1000,1000
100,9,0.28,611,1000,1000
100,9,0.29,812,1000,1000
100,9,0.30,929,1000,1000
100,9,0.31,980,1000,1000
100,9,0.32,992,1000,1000
100,9,0.33,997,1000,1000
100,9,0.34,999,1000,1000
100,9,0.35,1000,1000,1000
100,9,0.36,1000,1000,1000
100,9,0.37,1000,1000,1000
100,9,0.38,1000,1000,1000
100,9,0.39,1000,1000,1000
100,9,0.40,1000,1000,1000
100,9,0.41,1000,1000,1000
100,9,0.42,1000,1000,1000
100,9,0.43,1000,1000,1000
100,9,0.44,1000,1000,1000
100,9,0.45,1000,1000,1000
100,9,0.46,1000,1000,1000
100,9,0.47,1000,1000,1000
100,9,0.48,1000,1000,1000
100,9,0.49,1000,1000,1000
100,9,0.50,1000,1000,1000
100,9,0.51,1000,1000,1000
100,9,0.52,1000,1000,1000
100,9,0.53,1000,1000,1000
100,9,0.54,1000,1000,1000
100,9,0.55,1000,1000,1000
100,9,0.56,1000,1000,1000
100,9,0.57,1000,1000,1000
100,9,0.58,1000,1000,1000
100,9,0.59,1000,1000,1000
100,9,0.60,1000,1000,1000
100,9,0.61,1000,1000,1000
100,9,0.62,1000,1000,1000
100,9,0.63,1000,1000,1000
100,9,0.64,1000,1000,1000
100,9,0.65,1000,1000,1000
100,9,0.66,1000,1000,1000
100,9,0.67,1000,1000,1000
100,9,0.68,1000,1000,1000
100,9,0.69,1000,1000,1000
100,9,0.70,1000,1000,1000
100,9,0.71,1000,1000,1000
100,9,0.72,1000,1000,1000
100,9,0.73,1000,1000,1000
100,9,0.74,1000,1000,1000
100,9,0.75,1000,1000,1000
100,9,0.76,1000,1000,1000
100,9,0.77,1000,1000,1000
100,9,1.00,1000,1000,1000
100,9,0.99,1000,1000,1000
100,9,0.98,1000,1000,1000
100,9,0.78,1000,1000,1000
100,9,0.97,1000,1000,1000
100,9,0.79,1000,1000,1000
100,9,0.96,1000,1000,1000
100,9,0.80,1000,1000,1000
100,9,0.81,1000,1000,1000
100,9,0.95,1000,1000,1000
100,9,0.82,1000,1000,1000
100,9,0.83,1000,1000,1000
100,9,0.94,1000,1000,1000
100,9,0.93,1000,1000,1000
100,9,0.92,1000,1000,1000
100,9,0.91,1000,1000,1000
100,9,0.84,1000,1000,1000
100,9,0.87,1000,1000,1000
100,9,0.90,1000,1000,1000
100,9,0.89,1000,1000,1000
100,9,0.85,1000,1000,1000
100,9,0.86,1000,1000,1000
100,9,0.88,1000,1000,1000
100,10,0.02,0,0,1000
100,10,0.01,0,0,1000
100,10,0.03,0,0,1000
100,10,0.04,0,0,1000
100,10,0.05,0,0,1000
100,10,0.06,0,0,1000
100,10,0.07,0,0,1000
100,10,0.08,0,0,1000
100,10,0.09,0,0,1000
100,10,0.10,0,0,1000
100,10,0.11,0,0,1000
100,10,0.12,0,0,1000
100,10,0.13,0,0,1000
100,10,0.14,0,0,1000
100,10,0.15,0,4,1000
100,10,0.16,0,56,1000
100,10,0.17,0,144,1000
100,10,0.18,0,378,1000
100,10,0.19,0,582,1000
100,10,0.20,0,770,1000
100,10,0.21,0,891,1000
100,10,0.22,0,940,1000
100,10,0.23,0,975,1000
100,10,0.24,0,989,1000
100,10,0.25,0,997,1000
100,10,0.26,0,998,1000
100,10,0.27,8,999,1000
100,10,0.28,99,999,1000
100,10,0.29,356,1000,1000
100,10,0.30,637,1000,1000
100,10,0.31,870,1000,1000
100,10,0.32,944,1000,1000
100,10,0.33,991,1000,1000
100,10,0.34,997,1000,1000
100,10,0.35,999,1000,1000
100,10,0.36,1000,1000,1000
100,10,0.37,1000,1000,1000
100,10,0.38,1000,1000,1000
100,10,0.39,1000,1000,1000
100,10,0.40,1000,1000,1000
100,10,0.41,1000,1000,1000
100,10,0.42,1000,1000,1000
100,10,0.43,1000,1000,1000
100,10,0.44,1000,1000,1000
100,10,0.45,1000,1000,1000
100,10,0.46,1000,1000,1000
100,10,0.47,1000,1000,1000
100,10,0.48,1000,1000,1000
100,10,0.49,1000,1000,1000
100,10,0.50,1000,1000,1000
100,10,0.51,1000,1000,1000
100,10,0.52,1000,1000,1000
100,10,0.53,1000,1000,1000
100,10,0.54,1000,1000,1000
100,10,0.55,1000,1000,1000
100,10,0.56,1000,1000,1000
100,10,0.57,1000,1000,1000
100,10,0.58,1000,1000,1000
100,10,0.59,1000,1000,1000
100,10,0.60,1000,1000,1000
100,10,0.61,1000,1000,1000
100,10,0.62,1000,1000,1000
100,10,0.63,1000,1000,1000
100,10,0.64,1000,1000,1000
100,10,0.65,1000,1000,1000
100,10,0.66,1000,1000,1000
100,10,0.67,1000,1000,1000
100,10,0.68,1000,1000,1000
100,10,0.69,1000,1000,1000
100,10,0.70,1000,1000,1000
100,10,0.71,1000,1000,1000
100,10,0.73,1000,1000,1000
100,10,0.72,1000,1000,1000
100,10,0.74,1000,1000,1000
100,10,0.75,1000,1000,1000
100,10,0.76,1000,1000,1000
100,10,1.00,1000,1000,1000
100,10,0.99,1000,1000,1000
100,10,0.77,1000,1000,1000
100,10,0.78,1000,1000,1000
100,10,0.98,1000,1000,1000
100,10,0.97,1000,1000,1000
100,10,0.79,1000,1000,1000
100,10,0.80,1000,1000,1000
100,10,0.96,1000,1000,1000
100,10,0.82,1000,1000,1000
100,10,0.94,1000,1000,1000
100,10,0.81,1000,1000,1000
100,10,0.95,1000,1000,1000
100,10,0.92,1000,1000,1000
100,10,0.84,1000,1000,1000
100,10,0.93,1000,1000,1000
100,10,0.83,1000,1000,1000
100,10,0.89,1000,1000,1000
100,10,0.86,1000,1000,1000
100,10,0.88,1000,1000,1000
100,10,0.85,1000,1000,1000
100,10,0.91,1000,1000,1000
100,10,0.87,1000,1000,1000
100,10,0.90,1000,1000,1000
100,11,0.01,0,0,1000
100,11,0.02,0,0,1000
100,11,0.03,0,0,1000
100,11,0.04,0,0,1000
100,11,0.05,0,0,1000
100,11,0.06,0,0,1000
100,11,0.07,0,0,1000
100,11,0.08,0,0,1000
100,11,0.09,0,0,1000
100,11,0.10,0,0,1000
100,11,0.11,0,0,1000
100,11,0.12,0,0,1000
100,11,0.13,0,0,1000
100,11,0.14,0,0,1000
100,11,0.15,0,0,1000
100,11,0.16,0,2,1000
100,11,0.17,0,15,1000
100,11,0.18,0,121,1000
100,11,0.19,0,308,1000
100,11,0.20,0,531,1000
100,11,0.21,0,691,1000
100,11,0.22,0,840,1000
100,11,0.23,0,933,1000
100,11,0.24,0,965,1000
100,11,0.25,0,986,1000
100,11,0.26,0,990,1000
100,11,0.27,0,995,1000
100,11,0.28,0,999,1000
100,11,0.29,29,1000,1000
100,11,0.30,149,1000,1000
100,11,0.31,431,1000,1000
100,11,0.32,721,1000,1000
100,11,0.33,871,1000,1000
100,11,0.34,950,1000,1000
100,11,0.35,981,1000,1000
100,11,0.36,995,1000,1000
100,11,0.37,999,1000,1000
100,11,0.38,1000,1000,1000
100,11,0.39,1000,1000,1000
100,11,0.40,1000,1000,1000
100,11,0.41,1000,1000,1000
100,11,0.42,1000,1000,1000
100,11,0.43,1000,1000,1000
100,11,0.44,1000,1000,1000
100,11,0.45,1000,1000,1000
100,11,0.46,1000,1000,1000
100,11,0.47,1000,1000,1000
